PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
307892407,23044737,6,2023-03-27T06:10:00,"Smithfield St & 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,201,6,6,-79.99989133,40.43822006
308195110,23463884,99,2023-03-30T04:11:00,"500 Block Handler St Pittsburgh, PA 15203",N,South Side Slopes,3,AIDED CASE,9497 Aided Case,1608,3,3,-79.96329222,40.42023447
305961597,23032576,0,2023-03-04T06:26:00,"5700 Block Baum Blvd Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): Robbery Call,1115,7,2,-79.93378526,40.4583619
306286023,23034655,6,2023-03-08T07:10:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-79.99740883,40.44153322
306491490,23035102,0,2023-03-09T01:15:00,"1600 Block W Carson St Pittsburgh, PA 15219",N,South Shore,3,99,9999 9999 - (Misc. Incident): ,1921,2,5,-80.02135287,40.44213955
306495243,23033965,8,2023-03-06T18:40:00,"200 Block Fern St Pittsburgh, PA 15224",N,Garfield,5,DANGEROUS BURNING,"3301(d.1) Dangerous Burning / 3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",1016,9,2,-79.937388,40.47178423
306567504,23036072,0,2023-03-10T21:25:00,"5600 Block Ellsworth Ave Pittsburgh, PA 15232",N,Shadyside,4,99,9999 9999 - (Misc. Incident): Fire had to force entry into building to fix carbon monoxide alarm. ,703,8,2,-79.93337633,40.45420503
306576128,23036204,99,2023-03-11T05:31:00,"4900 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,AIDED CASE,9497 Aided Case,804,7,2,-79.94652204,40.45431576
306589335,23036307,6,2023-03-11T12:09:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,103,6,6,-79.99459105,40.43533467
307926380,23044879,99,2023-03-27T12:00:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),201,6,6,-79.99740883,40.44153322
307933860,23044880,6,2023-03-26T03:45:00,"300 Block Natchez St Pittsburgh, PA 15210",N,Homewood South,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,1303,2,5,-80.01084104,40.42917856
307943676,23044840,11,2023-03-27T11:10:00,"1000 Block Wilkins Heights Rd Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT BY DECEPTION,4106 Access Device Fraud / 3922 Theft by Deception.,1401,8,3,-79.9353852,40.44722761
307954504,23045165,27,2023-03-27T21:35:00,"S 14th St & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1702,3,3,-79.98414905,40.42880715
307958534,23045183,5,2023-03-27T19:00:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,BURGLARY,3502 Burglary.,103,6,6,-79.99459105,40.43533467
307959578,23045197,10,2023-03-27T23:23:00,"5800 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,SIMPLE ASSAULT,2701 Simple Assault.,1115,,,,
308015649,23045396,0,2023-03-28T11:00:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.97998241,40.44358891
308018314,23045398,17,2023-03-21T22:00:00,Zone 2,N,,2,INDECENT ASSAULT,3126 Indecent Assault.,,,,,
308045868,23045653,0,2023-03-28T18:52:00,"Steuben St & Herschel St Pittsburgh, PA 15220",N,Elliott,6,99,"9999 9999 - (Misc. Incident): Juvenile Found in Road, parents located",2020,2,5,-80.04511627,40.44210855
306022460,23033018,10,2023-03-05T01:05:00,"1900 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT,2709(a) Harassment. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702,3,3,-79.9789683,40.42847378
306026079,23032434,27,2023-03-04T00:12:00,"Allen St & E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1803,3,5,-79.99374113,40.42181008
306373551,23034693,27,2023-03-08T09:05:00,"40 Block Bates St Pittsburgh, PA 15213",Y,South Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,409,,,,
306441867,23035293,6,2023-03-09T10:00:00,"7800 Block Hamilton Ave Pittsburgh, PA 15221",N,Homewood South,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1304,9,2,-79.88745849,40.45219898
306441985,23035226,10,2023-03-08T12:45:00,"100 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,TERRORISTIC THREATS,2706 Terroristic Threats.,404,,,-79.87838243,40.443321
307833350,23043946,0,2023-03-25T17:30:00,"Strawberry Way & Coffey Way Pittsburgh, PA 15222",Y,Central Business District,2,99,601.16 Public Urination And Defecation,201,6,6,-79.99847008,40.44258897
307839938,23044043,0,2023-03-25T20:43:00,"1400 Block 5th Ave Pittsburgh, PA 15219",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,3,-79.98631336,40.43837791
-3556077337,23044109,27,2023-03-26T00:20:00,"2500 Block West Liberty Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1785 Proof of Financial Responsibility Following Accident.,1919,4,5,-80.02549676,40.39919261
307862898,23044450,10,2023-03-26T01:55:00,"Fontella St & Reedsdale St Pittsburgh, PA 15233",N,Chateau,1,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2108,6,6,-80.02069784,40.447872
307873068,23044556,10,2023-03-26T18:32:00,"900 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT,2709(a) Harassment.,201,6,6,-79.99804688,40.44361867
307879410,23044601,14,2023-03-26T20:21:00,"2300 Block E Carson St Pittsburgh, PA 15203",Y,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 2709(a)(4) Harassment Communicates Prohibited Acts,201,3,3,-79.97292818,40.42810412
307884550,23044553,99,2023-03-26T18:47:00,"2100 Block Wrights Way Pittsburgh, PA 15203",Y,South Side Flats,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1609,3,3,-79.97618946,40.42897501
307886847,23044677,99,2023-03-27T00:44:00,"1000 Block Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,FOUND PROPERTY,9489 Found Property,1806,2,5,-80.020033,40.42497144
307891003,23043387,11,2023-03-24T19:14:00,"700 Block Alturia St Pittsburgh, PA 15216",N,Beechview,6,THEFT BY DECEPTION,3922 Theft by Deception.,1920,4,5,-80.02052485,40.4067002
306901162,23037849,0,2023-03-14T13:55:00,"1500 Block Victor Ave Youngstown, OH 44505",Y,Outside State,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),7799,,,,
307006305,23038433,99,2023-03-15T17:26:00,"200 Block Dinwiddie St Pittsburgh, PA 15219",N,Central Business District,2,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,201,6,3,-79.98071305,40.43908196
307011971,23038465,10,2023-03-15T17:30:00,"2300 Block Railroad St Pittsburgh, PA 15222",Y,Strip District,2,HARRASSMENT,2709(a) Harassment.,203,,,,
307859835,23044401,99,2023-03-26T11:30:00,"4000 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,LOST PROPERTY,9504 Lost Property,902,7,2,-79.9616807,40.46870105
307862389,23044448,27,2023-03-26T12:00:00,"50 Block S 15th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.98351306,40.42973372
307946826,23044947,99,2023-03-27T14:38:00,"300 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,6,6,-80.00626004,40.4405702
306075120,23033536,0,2023-03-06T04:00:00,"2900 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,99,9997 Overdose Death,2018,2,5,-80.0504244,40.45572961
306334648,23034888,27,2023-03-08T15:48:00,"Stanwix St & Blvd Of The Allies Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-80.00502462,40.4396069
306359070,23035033,6,2023-03-08T21:10:00,"5300 Block Broad St Pittsburgh, PA 15224",N,Garfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2706 Terroristic Threats. / 2709(a) Harassment. / 3304 Criminal Mischief.,1017,9,2,-79.9382302,40.46587069
306426878,23035264,6,2023-03-09T12:15:00,W O'Hare Ave,Y,Outside State,OSC,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,7799,,,,
306541675,23035852,6,2023-03-10T13:11:00,"5900 Block Centre Ave Pittsburgh, PA ",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),"3929 Retail Theft. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",705,,,,
-3545212858,23037354,0,2023-03-13T15:35:00,"2400 Block Custer Ave Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,,,,
307123397,23039111,15,2023-03-16T22:45:00,"900 Block Freeport Rd Pittsburgh, PA 15238",Y,Lincoln-Lemington-Belmar,5,SALE OR TRANSFER OF FIREARMS,6111 Sale of Firearms.,1201,9,2,-79.89235295,40.4861185
307177443,23039073,11,2023-03-13T12:00:00,"1000 Block Mirror St Pittsburgh, PA 15217",Y,Greenfield,4,IDENTITY THEFT,4120 Identity Theft,1517,5,3,-79.93091531,40.42651345
307186354,23039657,14,2023-03-17T21:23:00,"S Atlantic Ave & Coral St Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department,806,7,2,-79.93873539,40.46368322
307192529,23039771,0,2023-03-18T02:24:00,"2000 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,3,-79.97753291,40.43801069
307193449,23039756,99,2023-03-17T23:20:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,FOUND DRUGS,9017 Found Drugs,103,6,6,-79.99459105,40.43533467
307429482,23041540,0,2023-03-21T13:15:00,"3100 Block Ladoga St Pittsburgh, PA 15204",N,Windgap,6,99,9994 PFA Service,2807,2,5,-80.06725916,40.44892395
-3615011734,23046680,29,2023-03-30T16:20:00,"6600 Block Lyric St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1203,9,2,-79.90520064,40.464642
308182194,23046624,99,2023-03-30T15:09:00,"900 Block Benton Ave Pittsburgh, PA 15212",N,Brighton Heights,1,MENTAL 201/302,9498 302 (Mental),2708,1,1,-80.03448679,40.48906317
308184218,23046700,0,2023-03-30T17:17:00,"2400 Block Toner St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2704,1,1,-80.0319593,40.46596522
308186050,23046753,10,2023-03-30T17:30:00,"3300 Block Penn Ave Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,HARRASSMENT,2709(a) Harassment.,603,7,2,-79.96841799,40.46166765
308188454,23046652,99,2023-03-30T15:53:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",Y,Point Breeze North,4,MENTAL 201/302,9498 302 (Mental),1405,9,2,-79.8928014,40.44965463
308192382,23046783,99,2023-03-30T19:38:00,"700 Block Casino Dr Pittsburgh, PA 15233",N,Manchester,1,AIDED CASE,9497 Aided Case,2107,,,,
305759834,23031326,99,2023-03-02T00:22:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2509,6,1,-80.00698339,40.46031055
306593219,23036354,6,2023-03-11T13:58:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,,,,
306651957,23036488,99,2023-03-11T20:12:00,"100 Block 44th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,MENTAL 201/302,9498 302 (Mental),901,7,2,-79.96281719,40.4734892
306652091,23036599,99,2023-03-12T02:20:00,"500 Block Larose St Pittsburgh, PA 15226",N,Brookline,6,MENTAL 201/302,9498 302 (Mental),1917,,,,
306653823,23036643,27,2023-03-12T01:15:00,"3200 Block Huxley St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2022,,,,
306749928,23037258,99,2023-03-13T12:09:00,"1000 Block Crucible St Pittsburgh, PA 15220",N,Elliott,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2020,2,5,-80.04173615,40.44328175
306764262,23037379,10,2023-03-13T16:02:00,"2900 Block Stayton St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2715,1,1,-80.02748491,40.47136047
308056635,23045789,0,2023-03-29T01:06:00,"Oxford St Pittsburgh, PA 15205",N,Westwood,6,99,9999 9999 - (Misc. Incident): ,2811,2,5,-80.0494187,40.43369346
308073077,23045856,6,2023-03-29T08:05:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-79.99740883,40.44153322
308074684,23045834,99,2023-03-29T06:49:00,"4000 Block Franklin Rd Pittsburgh, PA 15214",Y,Perry North,1,AIDED CASE,9497 Aided Case,2602,1,1,-80.01885282,40.49130083
308082910,23045905,11,2023-03-29T09:00:00,"300 Block Smith Way Pittsburgh, PA 15211",N,Mount Washington,3,IDENTITY THEFT,4120 Identity Theft,1915,2,5,-80.00743991,40.42375188
308086211,23045866,27,2023-03-29T02:30:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,6,6,-80.00029037,40.44052619
308096045,23045996,0,2023-03-29T13:10:00,"5000 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9993 PFA Service with Weapons Supplement,1515,5,3,-79.94368635,40.40855025
308109157,23046024,27,2023-03-28T18:20:00,"Walnut St & Ivy St Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,703,8,2,-79.93218621,40.45169553
308174183,23046161,14,2023-03-29T18:00:00,"500 Block Lorenz Ave Pittsburgh, PA 15220",Y,Elliott,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2020,2,5,-80.03785956,40.44605829
308181883,23046716,6,2023-03-25T10:45:00,"400 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,201,6,6,-80.00398861,40.44085004
308195822,23046886,0,2023-03-30T23:45:00,"500 Block Wyncotte St Pittsburgh, PA 15204",N,Sheraden,6,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2018,2,5,-80.05483849,40.45895788
308252959,23047264,14,2023-03-31T16:10:00,"5600 Block Phillips Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,CRIM MISCHIEF,3304 Criminal Mischief.,1413,5,3,-79.92745976,40.43102667
306551509,23035896,27,2023-03-10T14:32:00,"I-279 Ramp & East St Pittsburgh, PA 15214",N,Northview Heights,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2609,,,,
306561048,23035965,99,2023-03-10T16:58:00,"500 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,MENTAL 201/302,9498 302 (Mental),1918,4,5,-80.02363457,40.39622106
306562023,23035999,5,2023-03-10T18:45:00,"100 Block Calhoun Ave Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary.,2902,4,3,-79.98917019,40.40601077
307925070,23044809,6,2023-03-27T09:15:00,"4400 Block Howley St Pittsburgh, PA 15224",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,903,,,,
307934405,23044920,27,2023-03-26T00:31:00,"2200 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1609,3,3,-79.97451818,40.42824314
307942786,23044961,99,2023-03-27T15:52:00,"10 Block Davenport St Pittsburgh, PA 15219",N,Middle Hill,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),501,6,3,-79.9800879,40.44464752
307947226,23044949,6,2023-03-25T13:00:00,"900 Block Fordham Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1918,4,5,-80.0220986,40.39061493
307954495,23045053,27,2023-03-27T17:29:00,"Brighton Rd & Marshall Ave Pittsburgh, PA 15214",N,Perry South,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2615,6,1,-80.02501639,40.4668951
307962560,23045214,27,2023-03-27T15:30:00,"400 Block S Braddock Ave Pittsburgh, PA 15221",N,Point Breeze,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1406,9,3,-79.89728144,40.44400409
307963604,23045252,0,2023-03-28T03:16:00,"3000 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.05185969,40.45727555
305757695,23031274,11,2023-03-01T10:47:00,"2000 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT BY DECEPTION,3922 Theft by Deception.,1702,3,3,-79.9775108,40.42831819
305846323,23031822,10,2023-03-02T20:00:00,"4500 Block Chatsworth Ave Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT,2709(a) Harassment.,1501,5,3,-79.9461479,40.41617516
305853222,23031828,18,2023-03-02T18:38:00,"600 Block Lenora St Pittsburgh, PA 15206",Y,Larimer,5,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 903 Criminal Conspiracy.,1204,9,2,-79.91290063,40.46730839
305853783,23031795,99,2023-03-02T19:32:00,"300 Block 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,201,6,6,-80.00161356,40.43886613
305941884,23032365,99,2023-03-03T20:37:00,"Brighton Rd & Woods Run Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,BENCH WARRANT ARREST - NO TIE,"9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities / 3334 Turning Movements and Required Signals. / 7122 Altered, Forged or Counterfeit Documents and Plates",2703,1,1,-80.03172203,40.47649715
305994733,23032721,10,2023-03-04T00:00:00,"2000 Block Wightman St Pittsburgh, PA 15217",Y,Central Business District,2,SIMPLE ASSAULT,2713 Neglect of Care-Dependent Person / 2701 Simple Assault.,201,5,3,-79.92762385,40.43409912
305797052,23031570,6,2023-03-02T11:56:00,"1100 Block Highwood St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2715,1,1,-80.02526439,40.46835222
307111903,23038818,0,2023-03-16T11:00:00,"7400 Block Stranahan St Pittsburgh, PA 15206",N,Homewood North,5,99,9994 PFA Service,1301,9,2,-79.8898521,40.46140746
307115580,23038961,10,2023-03-16T17:45:00,"1200 Block Mohler St Pittsburgh, PA 15221",Y,Homewood North,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License.,1301,9,2,-79.88646022,40.45937084
307153291,23039394,14,2023-03-10T12:00:00,"2000 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1702,3,3,-79.9775108,40.42831819
307155709,23039390,99,2023-03-17T12:37:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),509,6,3,-79.974274,40.44961434
307181747,23039583,6,2023-03-17T17:15:00,"6400 Block Station St Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,9,2,-79.91874922,40.46105319
307183620,23039603,10,2023-03-17T19:00:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,TERRORISTIC THREATS,2706 Terroristic Threats.,1405,9,2,-79.8928014,40.44965463
307194547,23039809,23,2023-03-18T03:59:00,"7000 Block Forward Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,PUBLIC DRUNKENESS,5505 Public Drunkenness / 2709.A1 HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT,1408,5,3,-79.90696789,40.42754254
307208166,23039862,27,2023-03-18T08:30:00,"10 Block Silver Lake Dr Pittsburgh, PA 15206",N,Homewood West,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1207,9,2,-79.90349347,40.46071893
307208899,23038402,10,2023-03-15T16:20:00,"6000 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,HARRASSMENT,"2709 Harassment (Non-Specific) / 3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",1115,9,2,-79.92471042,40.46118894
308118283,23045736,10,2023-03-26T23:00:00,"1000 Block Brushton Ave Pittsburgh, PA 15221",N,Homewood North,5,SIMPLE ASSAULT,2701 Simple Assault.,1301,9,2,-79.88772958,40.4565467
306789215,23037534,5,2023-03-13T12:00:00,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,BURGLARY,3502 Burglary.,1301,9,2,-79.88646022,40.45937084
306798706,23037587,99,2023-03-13T10:15:00,"3200 Block Juliet St Pittsburgh, PA 15213",Y,South Oakland,4,FOUND DRUGS,9017 Found Drugs,409,3,3,-79.95670736,40.43164162
307121349,23039087,6,2023-03-16T21:51:00,"200 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",405,,,,
307125991,23039106,6,2023-03-16T21:45:00,"6200 Block Penn Ave Pittsburgh, PA 15206",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 903 Criminal Conspiracy.,708,8,2,-79.92259331,40.46013934
307191099,23038015,3,2023-03-14T22:38:00,"500 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,ROBBERY,3701 Robbery.,201,7,2,-79.94358209,40.46489336
308190728,23045485,10,2023-03-28T12:00:00,"6900 Block Bennett St Pittsburgh, PA 15208",N,Homewood West,5,SIMPLE ASSAULT,2701 Simple Assault.,1207,,,,
305932863,23032281,0,2023-03-03T17:50:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood North,5,99,3744 Duty to Give Information and Render Aid,1302,9,2,-79.89630115,40.45740466
305950319,23032564,0,2023-03-04T05:28:00,"600 Block Chess St Pittsburgh, PA 15211",N,Mount Washington,3,99,9994 PFA Service,1915,2,5,-80.01372645,40.42245194
305955873,23032360,0,2023-03-03T20:45:00,"300 Block N Evaline St Pittsburgh, PA 15224",Y,Garfield,5,99,9999 9999 - (Misc. Incident): ,1017,,,-79.93912301,40.33294575
306099560,23033638,0,2023-03-06T10:40:00,"1000 Block Lapish Rdwy Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2708,1,1,-80.03215605,40.48914554
306789050,23037511,0,2023-03-13T21:24:00,"6300 Block Caton St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1414,5,3,-79.92391558,40.42387508
306805465,21209356,10,2023-03-14T02:42:00,"700 Block Anaheim St Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,506,6,3,-79.96316414,40.45262553
306932619,23037929,99,2023-03-14T18:29:00,"Marne Way & Chess St Pittsburgh, PA 15211",N,Mount Washington,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1914,2,5,-80.01271436,40.42345072
307004772,23038403,10,2023-03-15T16:37:00,"300 Block Wood St Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,,,-80.05815334,40.50445738
307009485,23038455,26,2023-03-15T16:00:00,"400 Block S Fairmount St Pittsburgh, PA 15232",N,Friendship,5,CRIMINAL TRESPASS,3503 Criminal Trespass,807,9,2,-79.93117052,40.46724463
308254945,23047302,99,2023-03-31T20:08:00,"3800 Block O Hara St Pittsburgh, PA 15213",Y,North Oakland,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,403,,,,
308255928,23046671,14,2023-03-30T16:00:00,"7100 Block Kedron St Pittsburgh, PA 15208",N,Homewood North,5,CRIM MISCHIEF,3304 Criminal Mischief.,1302,9,2,-79.89751315,40.46139356
306587320,23034751,0,2023-03-01T18:27:00,"1100 Block Lincoln Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): ,1203,9,2,-79.9000466,40.46424363
306593318,23036355,27,2023-03-10T22:30:00,"Coltart Ave & Louisa St Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,405,3,3,-79.95862801,40.4377434
306644586,23036441,6,2023-03-11T17:56:00,"400 Block Spencer Ave Pittsburgh, PA 15227",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2904,,,,
306645437,23036463,0,2023-03-11T18:41:00,"1300 Block Steuben St Pittsburgh, PA 15220",N,Crafton Heights,6,99,9999 9999 - (Misc. Incident): ,2814,2,5,-80.04882116,40.44186831
306651285,23036561,21,2023-03-11T22:39:00,"W Carson St & Station Square Dr W Pittsburgh, PA 15219",Y,South Shore,3,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment,1921,2,5,-80.0189127,40.44069742
